resume_text,job_description,match_score,match_label
"Operations Manager with 8 years of experience in operations and process management. Skilled in process improvement, supply chain, team leadership, and budgeting. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in process improvement and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Operations Manager needed at a growing enterprise firm. Required skills: process improvement, supply chain, team leadership, budgeting, vendor management, and logistics. The ideal candidate has 6+ years of experience in operations and process management and a strong ability to work independently as well as within a team. Responsibilities include applying process improvement to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.0,high
"Mobile App Developer with 3 years of experience. Skilled in Flutter, Kotlin, Swift, REST APIs, mobile UI design, and Firebase. Looking for a Flutter focused role.","Mobile App Developer needed at a growing startup. Required skills: Flutter, Kotlin, Swift, REST APIs, and mobile UI design. The ideal candidate has 1+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Flutter to solve real business problems.",0.92,high
"Healthcare Analyst with 1 years of experience. Skilled in SQL, healthcare informatics, HIPAA compliance, and Tableau. Looking for a SQL focused role.","Healthcare Analyst needed at a growing enterprise firm. Required skills: SQL, healthcare informatics, HIPAA compliance, Tableau, and clinical data.",0.56,medium
"Business Analyst with 6 years of experience in product strategy and cross-functional delivery. Skilled in requirements gathering, SQL, process mapping, stakeholder communication, and Excel. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in requirements gathering and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Business Analyst needed at a growing e-commerce platform. Required skills: requirements gathering, SQL, process mapping, stakeholder communication, Excel, and Agile. The ideal candidate has 4+ years of experience in product strategy and cross-functional delivery and a strong ability to work independently as well as within a team. Responsibilities include applying requirements gathering to solve real business problems.",0.94,high
"Content Writer with 2 years of experience in digital marketing and brand growth. Skilled in SEO writing, and copywriting. Proven track record of delivering measurable results for cross-functional teams.","Product Manager needed at a growing hospital network. Required skills: roadmapping, Agile, stakeholder management, user research, and A/B testing. The ideal candidate has 2+ years of experience in product strategy and cross-functional delivery and a strong ability to work independently as well as within a team. Responsibilities include applying roadmapping to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.11,low
"Sales Manager with 1 years of experience in business development and client relationship management. Skilled in B2B sales, CRM, lead generation, negotiation, pipeline management, and Salesforce. Proven track record of delivering measurable results for cross-functional teams.","Sales Manager needed at a growing consulting agency. Required skills: B2B sales, CRM, lead generation, negotiation, pipeline management, and Salesforce. The ideal candidate has 1+ years of experience in business development and client relationship management and a strong ability to work independently as well as within a team. Responsibilities include applying B2B sales to solve real business problems.",0.92,high
"UX Designer with 3 years of experience in user experience and visual design. Skilled in Figma, wireframing, user research, prototyping, and usability testing. Proven track record of delivering measurable results for cross-functional teams.","Content Writer needed at a growing financial services company. Required skills: SEO writing, copywriting, content strategy, editing, and WordPress. The ideal candidate has 7+ years of experience in digital marketing and brand growth.",0.06,low
"Sales Manager with 8 years of experience in business development and client relationship management. Skilled in B2B sales, CRM, and lead generation. Proven track record of delivering measurable results for cross-functional teams.","HR Manager needed at a growing financial services company. Required skills: recruitment, employee relations, HRIS, onboarding, and performance management. The ideal candidate has 3+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying recruitment to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.07,low
"Product Manager with 10 years of experience in product strategy and cross-functional delivery. Skilled in roadmapping, Agile, stakeholder management, and user research. Proven track record of delivering measurable results for cross-functional teams.","Business Analyst needed at a growing financial services company. Required skills: requirements gathering, SQL, process mapping, stakeholder communication, and Excel. The ideal candidate has 9+ years of experience in product strategy and cross-functional delivery.",0.56,medium
"Mobile App Developer with 6 years of experience in software engineering and application development. Skilled in Flutter, Kotlin, and Swift. Proven track record of delivering measurable results for cross-functional teams.","Full Stack Developer needed at a growing hospital network. Required skills: React, Node.js, JavaScript, MongoDB, and REST APIs. The ideal candidate has 5+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying React to solve real business problems.",0.49,medium
"Recruiter with 5 years of experience in human resources and talent management. Skilled in sourcing, ATS systems, interviewing, candidate screening, employer branding, and LinkedIn Recruiter. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in sourcing and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Recruiter needed at a growing e-commerce platform. Required skills: sourcing, ATS systems, interviewing, candidate screening, and employer branding. The ideal candidate has 3+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying sourcing to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.92,high
"Business Analyst with 2 years of experience in product strategy and cross-functional delivery. Skilled in requirements gathering, SQL, and process mapping. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in requirements gathering and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Sales Manager needed at a growing technology company. Required skills: B2B sales, CRM, lead generation, negotiation, pipeline management, and Salesforce. The ideal candidate has 2+ years of experience in business development and client relationship management and a strong ability to work independently as well as within a team. Responsibilities include applying B2B sales to solve real business problems.",0.13,low
"Cybersecurity Analyst with 3 years of experience in information security and risk management. Skilled in SIEM, and penetration testing. Proven track record of delivering measurable results for cross-functional teams.","Financial Analyst needed at a growing e-commerce platform. Required skills: financial modeling, Excel, forecasting, valuation, budgeting, and SQL. The ideal candidate has 10+ years of experience in financial planning and analysis.",0.06,low
"Mobile App Developer with 6 years of experience in software engineering and application development. Skilled in Flutter, Kotlin, Swift, and REST APIs. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Flutter and continue growing professionally. Strong communicator with a history of mentoring junior team members.","DevOps Engineer needed at a growing enterprise firm. Required skills: Docker, Kubernetes, CI/CD, AWS, Terraform, and Linux. The ideal candidate has 5+ years of experience in software engineering and application development.",0.51,medium
"Cybersecurity Analyst with 10 years of experience in information security and risk management. Skilled in SIEM, and penetration testing. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SIEM and continue growing professionally. Strong communicator with a history of mentoring junior team members.",,0.55,medium
"Digital Marketing Specialist with 8 years of experience in digital marketing and brand growth. Skilled in SEO, Google Ads, content strategy, social media marketing, and analytics. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in SEO and continue growing professionally as part of a driven team.","QA Engineer needed at a growing technology company. Required skills: test automation, Selenium, manual testing, bug tracking, and regression testing. The ideal candidate has 5+ years of experience in software engineering and application development.",0.12,low
"Digital Marketing Specialist with 3 years of experience. Skilled in SEO, Google Ads, and content strategy. Looking for a SEO focused role.","Data Analyst needed at a growing startup. Required skills: SQL, Python, and Power BI.",0.14,low
"Healthcare Analyst with 7 years of experience in healthcare data management. Skilled in SQL, healthcare informatics, HIPAA compliance, Tableau, and clinical data. Proven track record of delivering measurable results for cross-functional teams.","Network Engineer needed at a growing hospital network. Required skills: Cisco, routing and switching, network troubleshooting, VPN, and firewalls. The ideal candidate has 3+ years of experience in information security and risk management and a strong ability to work independently as well as within a team. Responsibilities include applying Cisco to solve real business problems.",0.11,low
"QA Engineer with 7 years of experience in software engineering and application development. Skilled in test automation, Selenium, manual testing, and bug tracking. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in test automation and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Full Stack Developer needed at a growing healthcare organization. Required skills: React, Node.js, JavaScript, and MongoDB. The ideal candidate has 6+ years of experience in software engineering and application development.",0.48,medium
"Accountant with 1 years of experience in financial planning and analysis. Skilled in bookkeeping, GAAP, and tax preparation. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in bookkeeping and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Financial Analyst needed at a growing hospital network. Required skills: financial modeling, Excel, forecasting, and valuation. The ideal candidate has 1+ years of experience in financial planning and analysis and a strong ability to work independently as well as within a team. Responsibilities include applying financial modeling to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.54,medium
"Content Writer with 2 years of experience in digital marketing and brand growth. Skilled in SEO writing, copywriting, content strategy, editing, WordPress, and research. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SEO writing and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Content Writer needed at a growing hospital network. Required skills: SEO writing, copywriting, content strategy, editing, WordPress, and research. The ideal candidate has 1+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO writing to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.91,high
"Cloud Architect with 4 years of experience in software engineering and application development. Skilled in AWS, Azure, and cloud migration. Proven track record of delivering measurable results for cross-functional teams.","QA Engineer needed at a growing startup. Required skills: test automation, Selenium, and manual testing.",0.47,medium
"Cloud Architect with 2 years of experience in software engineering and application development. Skilled in AWS, and Azure. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in AWS and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Mobile App Developer needed at a growing healthcare organization. Required skills: Flutter, Kotlin, Swift, and REST APIs. The ideal candidate has 1+ years of experience in software engineering and application development.",0.55,medium
"Digital Marketing Specialist with 8 years of experience in digital marketing and brand growth. Skilled in SEO, and Google Ads. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SEO and continue growing professionally. Strong communicator with a history of mentoring junior team members.","UX Designer needed at a growing consulting agency. Required skills: Figma, wireframing, user research, prototyping, and usability testing. The ideal candidate has 5+ years of experience in user experience and visual design and a strong ability to work independently as well as within a team. Responsibilities include applying Figma to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.12,low
"Financial Analyst with 10 years of experience in financial planning and analysis. Skilled in financial modeling, Excel, forecasting, valuation, budgeting, and SQL. Proven track record of delivering measurable results for cross-functional teams.","Financial Analyst needed at a growing consulting agency. Required skills: financial modeling, Excel, forecasting, valuation, budgeting, and SQL. The ideal candidate has 8+ years of experience in financial planning and analysis.",0.88,high
"Machine Learning Engineer with 1 years of experience in data analysis and reporting. Skilled in Python, TensorFlow, PyTorch, model deployment, and scikit-learn. Proven track record of delivering measurable results for cross-functional teams.","Machine Learning Engineer needed at a growing startup. Required skills: Python, TensorFlow, PyTorch, model deployment, scikit-learn, and MLOps.",0.94,high
"Backend Engineer with 5 years of experience in software engineering and application development. Skilled in Python, FastAPI, PostgreSQL, REST APIs, and Docker. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Python and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Backend Engineer needed at a growing e-commerce platform. Required skills: Python, FastAPI, PostgreSQL, REST APIs, and Docker. The ideal candidate has 3+ years of experience in software engineering and application development.",0.91,high
"Full Stack Developer with 5 years of experience in software engineering and application development. Skilled in React, Node.js, and JavaScript. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in React and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Full Stack Developer needed at a growing technology company. Required skills: React, Node.js, JavaScript, MongoDB, REST APIs, and Git. The ideal candidate has 3+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying React to solve real business problems.",0.9,high
"UX Designer with 7 years of experience. Skilled in Figma, wireframing, user research, prototyping, and usability testing. Looking for a Figma focused role.","UX Designer needed at a growing technology company. Required skills: Figma, wireframing, and user research. The ideal candidate has 5+ years of experience in user experience and visual design and a strong ability to work independently as well as within a team. Responsibilities include applying Figma to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.93,high
"Data Scientist with 1 years of experience in data analysis and reporting. Skilled in Python, and machine learning. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in Python and continue growing professionally as part of a driven team.",,0.55,medium
"HR Manager with 8 years of experience in human resources and talent management. Skilled in recruitment, employee relations, HRIS, and onboarding. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in recruitment and continue growing professionally. Strong communicator with a history of mentoring junior team members.","HR Manager needed at a growing e-commerce platform. Required skills: recruitment, employee relations, HRIS, onboarding, performance management, and payroll. The ideal candidate has 6+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying recruitment to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.9,high
"Content Writer with 2 years of experience in digital marketing and brand growth. Skilled in SEO writing, copywriting, and content strategy. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SEO writing and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Network Engineer needed at a growing financial services company. Required skills: Cisco, routing and switching, network troubleshooting, and VPN. The ideal candidate has 1+ years of experience in information security and risk management.",0.06,low
"Content Writer with 7 years of experience in digital marketing and brand growth. Skilled in SEO writing, copywriting, and content strategy. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SEO writing and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Content Writer needed at a growing technology company. Required skills: SEO writing, copywriting, and content strategy. The ideal candidate has 5+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO writing to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.92,high
"Healthcare Analyst with 1 years of experience in healthcare data management. Skilled in SQL, healthcare informatics, HIPAA compliance, Tableau, and clinical data. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SQL and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Healthcare Analyst needed at a growing e-commerce platform. Required skills: SQL, healthcare informatics, HIPAA compliance, and Tableau.",1.2,high
"Healthcare Analyst with 10 years of experience in healthcare data management. Skilled in SQL, healthcare informatics, HIPAA compliance, and Tableau. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in SQL and continue growing professionally as part of a driven team.","Backend Engineer needed at a growing consulting agency. Required skills: Python, FastAPI, PostgreSQL, REST APIs, Docker, and microservices. The ideal candidate has 7+ years of experience in software engineering and application development.",0.1,low
"Healthcare Analyst with 6 years of experience in healthcare data management. Skilled in SQL, healthcare informatics, HIPAA compliance, and Tableau. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in SQL and continue growing professionally as part of a driven team.","Mobile App Developer needed at a growing hospital network. Required skills: Flutter, Kotlin, Swift, REST APIs, mobile UI design, and Firebase. The ideal candidate has 2+ years of experience in software engineering and application development.",0.13,low
"Backend Engineer with 8 years of experience in software engineering and application development. Skilled in Python, FastAPI, PostgreSQL, REST APIs, Docker, and microservices. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Python and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Backend Engineer needed at a growing e-commerce platform. Required skills: Python, FastAPI, PostgreSQL, and REST APIs. The ideal candidate has 6+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Python to solve real business problems.",0.86,high
"Business Analyst with 1 years of experience in product strategy and cross-functional delivery. Skilled in requirements gathering, SQL, process mapping, stakeholder communication, and Excel. Proven track record of delivering measurable results for cross-functional teams.","Business Analyst needed at a growing healthcare organization. Required skills: requirements gathering, SQL, process mapping, and stakeholder communication. The ideal candidate has 1+ years of experience in product strategy and cross-functional delivery.",0.92,high
"Healthcare Analyst with 5 years of experience in healthcare data management. Skilled in SQL, healthcare informatics, HIPAA compliance, Tableau, and clinical data. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in SQL and continue growing professionally as part of a driven team.","Accountant needed at a growing startup. Required skills: bookkeeping, GAAP, tax preparation, and QuickBooks.",0.13,low
"Backend Engineer with 1 years of experience in software engineering and application development. Skilled in Python, FastAPI, and PostgreSQL. Proven track record of delivering measurable results for cross-functional teams.","Mobile App Developer needed at a growing technology company. Required skills: Flutter, Kotlin, Swift, REST APIs, and mobile UI design.",0.51,medium
"Operations Manager with 5 years of experience. Skilled in process improvement, and supply chain. Looking for a process improvement focused role.","Data Scientist needed at a growing SaaS company. Required skills: Python, machine learning, pandas, statistics, and SQL. The ideal candidate has 7+ years of experience in data analysis and reporting.",0.07,low
"Business Analyst with 4 years of experience in product strategy and cross-functional delivery. Skilled in requirements gathering, SQL, process mapping, and stakeholder communication. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in requirements gathering and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Product Manager needed at a growing SaaS company. Required skills: roadmapping, Agile, stakeholder management, and user research.",0.48,medium
,"UX Designer needed at a growing e-commerce platform. Required skills: Figma, wireframing, user research, and prototyping. The ideal candidate has 4+ years of experience in user experience and visual design and a strong ability to work independently as well as within a team. Responsibilities include applying Figma to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.1,low
"Operations Manager with 5 years of experience in operations and process management. Skilled in process improvement, supply chain, and team leadership. Proven track record of delivering measurable results for cross-functional teams.","Business Analyst needed at a growing healthcare organization. Required skills: requirements gathering, SQL, process mapping, and stakeholder communication.",0.13,low
"Product Manager with 10 years of experience in product strategy and cross-functional delivery. Skilled in roadmapping, Agile, stakeholder management, user research, and A/B testing. Proven track record of delivering measurable results for cross-functional teams.","Product Manager needed at a growing SaaS company. Required skills: roadmapping, Agile, and stakeholder management. The ideal candidate has 8+ years of experience in product strategy and cross-functional delivery and a strong ability to work independently as well as within a team. Responsibilities include applying roadmapping to solve real business problems.",0.87,high
"Cybersecurity Analyst with 7 years of experience in information security and risk management. Skilled in SIEM, penetration testing, network security, incident response, firewalls, and risk assessment. Proven track record of delivering measurable results for cross-functional teams.","Cybersecurity Analyst needed at a growing enterprise firm. Required skills: SIEM, penetration testing, and network security. The ideal candidate has 5+ years of experience in information security and risk management.",0.92,high
"Financial Analyst with 4 years of experience in financial planning and analysis. Skilled in financial modeling, Excel, and forecasting. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in financial modeling and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Accountant needed at a growing e-commerce platform. Required skills: bookkeeping, GAAP, tax preparation, QuickBooks, and reconciliation. The ideal candidate has 3+ years of experience in financial planning and analysis.",0.56,medium
"DevOps Engineer with 4 years of experience in software engineering and application development. Skilled in Docker, Kubernetes, CI/CD, and AWS. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Docker and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Backend Engineer needed at a growing financial services company. Required skills: Python, FastAPI, PostgreSQL, REST APIs, and Docker.",0.54,medium
"Full Stack Developer with 1 years of experience in software engineering and application development. Skilled in React, Node.js, JavaScript, and MongoDB. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in React and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Content Writer needed at a growing startup. Required skills: SEO writing, copywriting, and content strategy. The ideal candidate has 10+ years of experience in digital marketing and brand growth.",0.1,low
"Content Writer with 10 years of experience in digital marketing and brand growth. Skilled in SEO writing, copywriting, content strategy, editing, and WordPress. Proven track record of delivering measurable results for cross-functional teams.","Digital Marketing Specialist needed at a growing startup. Required skills: SEO, Google Ads, and content strategy. The ideal candidate has 9+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO to solve real business problems.",0.44,medium
"Mobile App Developer with 2 years of experience in software engineering and application development. Skilled in Flutter, Kotlin, Swift, REST APIs, and mobile UI design. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in Flutter and continue growing professionally as part of a driven team.","QA Engineer needed at a growing e-commerce platform. Required skills: test automation, Selenium, manual testing, bug tracking, regression testing, and API testing. The ideal candidate has 1+ years of experience in software engineering and application development.",0.42,medium
"HR Manager with 7 years of experience in human resources and talent management. Skilled in recruitment, employee relations, HRIS, onboarding, performance management, and payroll. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in recruitment and continue growing professionally. Strong communicator with a history of mentoring junior team members.","HR Manager needed at a growing consulting agency. Required skills: recruitment, employee relations, and HRIS. The ideal candidate has 5+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying recruitment to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.9,high
"Data Analyst with 4 years of experience in data analysis and reporting. Skilled in SQL, Python, and Power BI. Proven track record of delivering measurable results for cross-functional teams.","Data Analyst needed at a growing hospital network. Required skills: SQL, Python, and Power BI. The ideal candidate has 2+ years of experience in data analysis and reporting and a strong ability to work independently as well as within a team. Responsibilities include applying SQL to solve real business problems.",0.91,high
"Network Engineer with 5 years of experience in information security and risk management. Skilled in Cisco, routing and switching, network troubleshooting, and VPN. Proven track record of delivering measurable results for cross-functional teams.","UX Designer needed at a growing healthcare organization. Required skills: Figma, wireframing, user research, prototyping, and usability testing. The ideal candidate has 6+ years of experience in user experience and visual design.",0.13,low
"Product Manager with 1 years of experience in product strategy and cross-functional delivery. Skilled in roadmapping, and Agile. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in roadmapping and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Full Stack Developer needed at a growing financial services company. Required skills: React, Node.js, JavaScript, MongoDB, and REST APIs. The ideal candidate has 2+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying React to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.05,low
"Graphic Designer with 6 years of experience. Skilled in Adobe Photoshop, Illustrator, branding, typography, layout design, and InDesign. Looking for a Adobe Photoshop focused role.","Graphic Designer needed at a growing consulting agency. Required skills: Adobe Photoshop, Illustrator, branding, and typography. The ideal candidate has 4+ years of experience in user experience and visual design.",0.94,High
"Graphic Designer with 10 years of experience in user experience and visual design. Skilled in Adobe Photoshop, Illustrator, branding, and typography. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Adobe Photoshop and continue growing professionally. Strong communicator with a history of mentoring junior team members.","UX Designer needed at a growing consulting agency. Required skills: Figma, wireframing, user research, prototyping, and usability testing.",0.53,medium
"Data Scientist with 3 years of experience. Skilled in Python, machine learning, pandas, statistics, and SQL. Looking for a Python focused role.","Full Stack Developer needed at a growing e-commerce platform. Required skills: React, Node.js, and JavaScript. The ideal candidate has 4+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying React to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.07,low
"Data Analyst with 1 years of experience in data analysis and reporting. Skilled in SQL, Python, and Power BI. Proven track record of delivering measurable results for cross-functional teams.","Data Scientist needed at a growing startup. Required skills: Python, machine learning, pandas, statistics, and SQL. The ideal candidate has 1+ years of experience in data analysis and reporting and a strong ability to work independently as well as within a team. Responsibilities include applying Python to solve real business problems.",0.51,medium
,"Cloud Architect needed at a growing startup. Required skills: AWS, Azure, cloud migration, infrastructure as code, and cost optimization. The ideal candidate has 7+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying AWS to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.11,low
"Backend Engineer with 8 years of experience in software engineering and application development. Skilled in Python, FastAPI, PostgreSQL, and REST APIs. Proven track record of delivering measurable results for cross-functional teams.","Product Manager needed at a growing financial services company. Required skills: roadmapping, Agile, stakeholder management, user research, and A/B testing. The ideal candidate has 10+ years of experience in product strategy and cross-functional delivery and a strong ability to work independently as well as within a team. Responsibilities include applying roadmapping to solve real business problems.",0.11,low
"UX Designer with 8 years of experience in user experience and visual design. Skilled in Figma, and wireframing. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Figma and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Graphic Designer needed at a growing e-commerce platform. Required skills: Adobe Photoshop, Illustrator, branding, typography, and layout design.",0.56,medium
"Network Engineer with 5 years of experience in information security and risk management. Skilled in Cisco, and routing and switching. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in Cisco and continue growing professionally as part of a driven team.","Cybersecurity Analyst needed at a growing e-commerce platform. Required skills: SIEM, penetration testing, network security, incident response, and firewalls.",0.5,medium
"HR Manager with 10 years of experience. Skilled in recruitment, employee relations, HRIS, onboarding, and performance management. Looking for a recruitment focused role.","Recruiter needed at a growing hospital network. Required skills: sourcing, ATS systems, interviewing, and candidate screening. The ideal candidate has 9+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying sourcing to solve real business problems.",0.46,MEDIUM
"Sales Manager with 4 years of experience. Skilled in B2B sales, CRM, lead generation, negotiation, and pipeline management. Looking for a B2B sales focused role.","Sales Manager needed at a growing e-commerce platform. Required skills: B2B sales, CRM, lead generation, negotiation, pipeline management, and Salesforce. The ideal candidate has 2+ years of experience in business development and client relationship management.",0.91,high
"Data Scientist with 1 years of experience in data analysis and reporting. Skilled in Python, machine learning, and pandas. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Python and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Data Scientist needed at a growing financial services company. Required skills: Python, machine learning, pandas, and statistics. The ideal candidate has 1+ years of experience in data analysis and reporting and a strong ability to work independently as well as within a team. Responsibilities include applying Python to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.47,high
"QA Engineer with 7 years of experience in software engineering and application development. Skilled in test automation, and Selenium. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in test automation and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Mobile App Developer needed at a growing consulting agency. Required skills: Flutter, Kotlin, and Swift. The ideal candidate has 6+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Flutter to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.45,medium
"Full Stack Developer with 10 years of experience in software engineering and application development. Skilled in React, Node.js, JavaScript, MongoDB, and REST APIs. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in React and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Full Stack Developer needed at a growing financial services company. Required skills: React, Node.js, JavaScript, MongoDB, REST APIs, and Git. The ideal candidate has 8+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying React to solve real business problems.",0.92,high
"QA Engineer with 4 years of experience in software engineering and application development. Skilled in test automation, Selenium, manual testing, and bug tracking. Proven track record of delivering measurable results for cross-functional teams.","Operations Manager needed at a growing enterprise firm. Required skills: process improvement, supply chain, team leadership, and budgeting. The ideal candidate has 7+ years of experience in operations and process management and a strong ability to work independently as well as within a team. Responsibilities include applying process improvement to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.12,low
"Operations Manager with 2 years of experience. Skilled in process improvement, supply chain, team leadership, and budgeting. Looking for a process improvement focused role.","Operations Manager needed at a growing healthcare organization. Required skills: process improvement, supply chain, team leadership, and budgeting. The ideal candidate has 1+ years of experience in operations and process management.",0.9,high
